,Name,Distance From Root Tip (mm),RHL 1,RHL 2,RHD 1,RHD 2
0,saladin_0003,13.92156862745098,2.4901960784313726,1.7843137254901962,0.39725105728565935,0.18089196462898885
1,saladin_0003,13.72549019607843,1.803921568627451,2.1372549019607843,0.3069011918492887,0.3782199154171473
2,saladin_0003,13.529411764705882,2.4411764705882355,2.7058823529411766,0.37322183775470974,0.3982122260668973
3,saladin_0003,13.333333333333334,2.5588235294117645,2.3529411764705883,0.4573241061130334,0.4276239907727797
4,saladin_0003,13.137254901960784,2.2254901960784315,2.7058823529411766,0.41166858900422915,0.47664359861591693
5,saladin_0003,12.941176470588236,2.5,2.950980392156863,0.4502114571318724,0.5290272971933871
6,saladin_0003,12.745098039215685,2.5392156862745097,2.7058823529411766,0.4596309111880046,0.4852941176470588
7,saladin_0003,12.549019607843137,2.1862745098039214,2.3333333333333335,0.3882160707420223,0.4148404459823145
8,saladin_0003,12.352941176470589,2.480392156862745,2.6176470588235294,0.46386005382545176,0.4739523260284506
9,saladin_0003,12.156862745098039,3.049019607843137,3.0098039215686274,0.4997116493656286,0.5197039600153787
10,saladin_0003,11.96078431372549,3.0784313725490198,2.0784313725490198,0.5292195309496348,0.3829296424452134
11,saladin_0003,11.764705882352942,2.6372549019607843,2.5588235294117645,0.422241445597847,0.45126874279123413
12,saladin_0003,11.568627450980392,2.480392156862745,2.411764705882353,0.43925413302575933,0.4527104959630911
13,saladin_0003,11.372549019607844,2.656862745098039,2.8823529411764706,0.47606689734717417,0.48990772779700115
14,saladin_0003,11.176470588235293,2.656862745098039,2.176470588235294,0.47231833910034604,0.41061130334486734
15,saladin_0003,10.980392156862745,2.7941176470588234,2.4215686274509802,0.505767012687428,0.42214532871972316
16,saladin_0003,10.784313725490197,2.980392156862745,2.588235294117647,0.5188389081122645,0.4529027297193387
17,saladin_0003,10.588235294117647,2.5784313725490198,2.7450980392156863,0.4913494809688581,0.5058631295655517
18,saladin_0003,10.392156862745098,2.1372549019607843,2.696078431372549,0.4019607843137255,0.45751633986928103
19,saladin_0003,10.196078431372548,2.480392156862745,2.843137254901961,0.43829296424452135,0.4998077662437524
20,saladin_0003,10.0,2.7254901960784315,2.3137254901960786,0.45607458669742407,0.43098808150711265
21,saladin_0003,9.803921568627452,2.343137254901961,2.6470588235294117,0.36437908496732024,0.4795271049596309
22,saladin_0003,9.607843137254902,1.9901960784313726,2.7058823529411766,0.34717416378316035,0.47231833910034604
23,saladin_0003,9.411764705882353,2.3137254901960786,2.588235294117647,0.39071510957324107,0.4630911188004614
24,saladin_0003,9.215686274509803,2.5098039215686274,2.5294117647058822,0.4477124183006536,0.4355055747789312
25,saladin_0003,9.019607843137255,2.696078431372549,2.215686274509804,0.46280276816608995,0.35630526720492117
26,saladin_0003,8.823529411764707,2.7058823529411766,2.519607843137255,0.43771626297577854,0.46587850826605154
27,saladin_0003,8.627450980392156,2.176470588235294,2.5392156862745097,0.380718954248366,0.43771626297577854
28,saladin_0003,8.431372549019608,2.5392156862745097,2.0686274509803924,0.41849288735101886,0.343041138023837
29,saladin_0003,8.235294117647058,2.5784313725490198,2.2058823529411766,0.45828527489427145,0.3873510188389081
30,saladin_0003,8.03921568627451,2.264705882352941,1.6372549019607843,0.39773164167627834,0.30459438677431755
31,saladin_0003,7.8431372549019605,2.4705882352941178,2.1372549019607843,0.3997500961168781,0.369281045751634
32,saladin_0003,7.647058823529412,2.4901960784313726,2.3137254901960786,0.4010957324106113,0.405517108804306
33,saladin_0003,7.450980392156863,2.196078431372549,2.803921568627451,0.39369473279507883,0.4764513648596694
34,saladin_0003,7.254901960784314,2.392156862745098,2.1666666666666665,0.41762783544790466,0.3873510188389081
35,saladin_0003,7.0588235294117645,2.715686274509804,2.7450980392156863,0.474721261053441,0.4559784698193003
36,saladin_0003,6.862745098039215,2.4215686274509802,2.196078431372549,0.41695501730103807,0.40321030372933486
37,saladin_0003,6.666666666666667,2.6470588235294117,2.049019607843137,0.4129181084198385,0.3764898116109189
38,saladin_0003,6.470588235294118,2.1176470588235294,2.715686274509804,0.37966166858900424,0.4537677816224529
39,saladin_0003,6.2745098039215685,2.3333333333333335,2.4215686274509802,0.36418685121107264,0.4381968473663975
40,saladin_0003,6.078431372549019,2.549019607843137,2.3333333333333335,0.39926951172625913,0.4359861591695502
41,saladin_0003,5.882352941176471,1.9901960784313726,2.392156862745098,0.3685121107266436,0.40897731641676277
42,saladin_0003,5.686274509803922,2.3137254901960786,1.9411764705882353,0.3868704344482891,0.36610918877354864
43,saladin_0003,5.490196078431373,2.2058823529411766,2.1372549019607843,0.38696655132641294,0.38610149942329874
44,saladin_0003,5.294117647058823,2.1470588235294117,1.9803921568627452,0.366878123798539,0.37389465590157633
45,saladin_0003,5.098039215686274,2.264705882352941,1.9019607843137254,0.37341407151095735,0.33794694348327564
46,saladin_0003,4.901960784313726,2.196078431372549,1.6862745098039216,0.36697424067666284,0.2966166858900423
47,saladin_0003,4.705882352941177,2.196078431372549,1.8725490196078431,0.3417916186082276,0.3395809304113802
48,saladin_0003,4.509803921568627,1.7843137254901962,1.5980392156862746,0.3225682429834679,0.29767397154940406
49,saladin_0003,4.313725490196078,1.6568627450980393,1.4705882352941178,0.30392156862745096,0.26432141484044597
50,saladin_0003,4.117647058823529,1.7549019607843137,1.392156862745098,0.3240099961553249,0.24183006535947713
51,saladin_0003,3.9215686274509802,1.5392156862745099,1.1666666666666667,0.2697039600153787,0.20021145713187236
52,saladin_0003,3.7254901960784315,1.8333333333333333,1.5686274509803921,0.3159361783929258,0.28123798539023454
53,saladin_0003,3.5294117647058822,1.4411764705882353,1.3725490196078431,0.25951557093425603,0.2510572856593618
54,saladin_0003,3.3333333333333335,1.3529411764705883,1.0686274509803921,0.24605920799692427,0.19886582083813917
55,saladin_0003,3.1372549019607843,1.1764705882352942,1.1274509803921569,0.2158785082660515,0.1985774702037678
56,saladin_0003,2.9411764705882355,1.196078431372549,0.8823529411764706,0.20722798923490965,0.16234140715109574
57,saladin_0003,2.7450980392156863,0.9803921568627451,0.9313725490196079,0.17454825067281815,0.1631103421760861
58,saladin_0003,2.549019607843137,0.8627450980392157,0.8137254901960784,0.15513264129181084,0.13139177239523261
59,saladin_0003,2.3529411764705883,0.6274509803921569,0.6078431372549019,0.11197616301422529,0.10726643598615918
60,saladin_0003,2.156862745098039,0.49019607843137253,0.5490196078431373,0.08016147635524798,0.08121876201460977
61,saladin_0003,1.9607843137254901,0.43137254901960786,0.38235294117647056,0.06410995770857363,0.0526720492118416
62,saladin_0003,1.7647058823529411,0.3333333333333333,0.3333333333333333,0.04152249134948097,0.036620530565167245
63,saladin_0003,1.5686274509803921,0.0,0.21568627450980393,0.03335255670895809,0.03344867358708189
64,saladin_0003,1.3725490196078431,0.0,0.0,0.0,0.030084582852748943
65,saladin_0003,1.1764705882352942,0.0,0.0,0.0,0.03344867358708189
66,saladin_0003,0.9803921568627451,0.0,0.22549019607843138,0.0,0.03748558246828143
67,saladin_0003,0.7843137254901961,0.0,0.21568627450980393,0.0,0.03873510188389081
68,saladin_0003,0.5882352941176471,0.20588235294117646,0.27450980392156865,0.0,0.04267589388696655
69,saladin_0003,0.39215686274509803,0.0,0.24509803921568626,0.0,0.04104190695886198
70,saladin_0003,0.19607843137254902,0.0,0.0,0.0,0.0
